id,source,pmid,doi,title,authorString,pubYear,pageInfo,affiliation,language,pubModel,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,authMan,epmcAuthMan,nihAuthMan,hasTMAccessionNumbers,dateOfCompletion,dateOfCreation,dateOfRevision,electronicPublicationDate,firstPublicationDate,pmcid,abstractText,hasSuppl,manuscriptId,license,embargoDate
29697854,MED,29697854,10.1111/ctr.13270,Pulmonary Vascular Resistance Determines Mortality in End-Stage Renal Disease Patients with Pulmonary Hypertension.,"Wolfe JD, Hickey GW, Althouse AD, Sharbaugh MS, Kliner DE, Mathier MA, Wu CM, Tevar AD, Soman P.",2018,e13270,"Heart and Vascular Institute Department of Medicine, University of Pittsburgh, Pittsburgh, PA.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-27,2018-04-26,2018-04-26,2018-04-26,NA,"The multifactorial etiology of pulmonary hypertension (PH) in end-stage renal disease (ESRD) includes patients with and without elevated pulmonary vascular resistance (PVR). We explored the prognostic implication of this distinction by evaluating pre-transplant ESRD patients who underwent right heart catheterization and echocardiography. Demographics, clinical data, and test results were analyzed. All-cause mortality data was obtained. Median follow up was 4 years. Of the 150 patients evaluated, echocardiography identified 99 patients (66%) with estimated pulmonary artery (PA) systolic pressure > 36 mmHg, which correlated poorly with mortality (HR=1.28, 95% CI 0.72-2.27, p=0.387). Right heart catheterization identified 88 (59%) patients with mean PA pressure ≥ 25 mmHg. Of these, 70 had PVR ≤ 3 Wood units and 18 had PVR > 3 Wood units. Survival analysis demonstrated a significant prognostic effect of an elevated PVR in patients with high mean PA pressures (HR=2.26, 95% CI 1.07-4.77, p=0.03), while patients with high mean PA pressure and normal PVR had equivalent survival to those with normal PA pressure. Despite the high prevalence of PH in ESRD patients, elevated PVR is uncommon and is a determinant of prognosis in patients with PH. Patients with normal PVR had survival equivalent to those with normal PA pressures. This article is protected by copyright. All rights reserved.",NA,NA,NA,NA
29623382,MED,29623382,10.1007/s00101-018-0431-8,[The heart catheter table is not the operating table : Intraindividual comparison of pulmonary artery pressures].,"Ziegler MU, Reinelt H.",2018,NA,"Klinik für Herz‑, Thorax‑, Gefäßchirurgie, Abteilung Kardioanästhesie, Universitätsklinik Ulm, Albert-Einstein-Allee 23, 89081, Ulm, Deutschland. mechthild.ziegler@uniklinik-ulm.de.",ger,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-07,2018-04-06,2018-04-05,2018-04-05,NA,"Patients undergoing cardiac surgery need extensive and invasive monitoring, which needs to be individually adapted for each patient and requires a diligent risk-benefit analysis. The use of a pulmonary artery catheter (PAC) seems to be justifiable in certain cases; therefore, the preoperative diagnosis of pulmonary hypertension represents an indication for perioperative monitoring with PAC in the S3 guidelines of the German Society for Anesthesiology and Intensive Care Medicine (DGAI). In many cases, however, this preoperative diagnosis cannot be confirmed intraoperatively.We wanted to find out whether this is just an impression or whether there actually are significant differences between preoperative, intraoperative and postoperative pulmonary artery pressures.After obtaining ethical approval, we retrospectively compared the pulmonary pressures of cardiac surgery patients with an elevated pulmonary pressure during preoperative right heart catheterization with those obtained intraoperatively and postoperatively by means of a PAC. All patients with a preoperatively documented pulmonary artery pressure of 40 mmHg or above and an intraoperative use of a PAC during a 4-year period were included. Exclusion criteria were intracardiac shunts, cardiogenic shock, emergency procedures, pulmonary hypertension of non-cardiac origin and a time span of more than 1 year between right heart catheterization and surgery. We included 90 patients.In the whole group and in the subgroups (according to diagnosis, time elapsed between heart catheterization and operation and pulmonary pressure), there were significant differences between preoperative and intraoperative pulmonary and systemic pressures. Systemic and pulmonary artery pressures were significantly higher during preoperative catheterization than intraoperatively. The systemic systolic pressure/systolic pulmonary pressure ratio, however, remained constant. The intraoperative and postoperative systemic and pulmonary artery pressures showed no significant differences. As a normal ejection fraction does not exclude heart failure with preserved ejection fraction and as we did not have any information on this condition, we did not group the patients according to the ejection fraction.An elevated pulmonary pressure obtained preoperatively during right heart catheterization is not indicative of an elevated pulmonary pressure either intraoperatively or postoperatively. There are various explanations for the differences (e.g., different physiological and pathophysiological settings, such as sedation with potential hypercapnia versus anesthesia with vasodilation when measured; newly prescribed medication coming into effect between the right heart catheterization and surgery; intraoperative positioning). Even though the inherent risks of a PAC seem to be low, we recommend refraining from using a PAC in patients with a once documented elevated pulmonary pressure by default. As an alternative we suggest estimating the pulmonary pressure by transesophageal echocardiography (TEE) as an aid to decide whether the patient will benefit from the use of a PAC. Especially if it is not possible to identify tricuspid valve regurgitation for determining the peak gradient, it is helpful to check for additional signs of pulmonary hypertension. But we also have to bear in mind that in the postoperative period only a PAC can provide continuous measurement of pulmonary pressure.",NA,NA,NA,NA
29683363,MED,29683363,10.1089/ham.2017.0154,Cardiovascular Autonomic Response to Orthostatic Stress Under Hypoxia in Patients with Spinal Cord Injury.,"Huang SC, Liu KC, Wong AMK, Chang SC, Wang JS.",2018,NA,"1 Department of Physical Medicine and Rehabilitation, Chang Gung Memorial Hospital , Taoyuan, Taiwan .",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-24,2018-04-23,2018-04-23,2018-04-23,NA,"Huang, Shu-Chun, Kuo-Cheng Liu, Alice M.K. Wong, Shih-Chieh Chang, and Jong-Shyan Wang. Cardiovascular autonomic response to orthostatic stress under hypoxia in patients with spinal cord injury. High Alt Med Biol. 00:000-000, 2018.Determining whether systemic hypoxia aggravates the severity of autonomic cardiovascular dysfunction in orthostatic stress among patients with spinal cord injuries (SCIs).Twenty-four male patients with chronic SCI whose neurological levels were above T6 were recruited. Twenty-five healthy men were enrolled in the control group. Five-minute supine rest (SR) and head-up tilt (HUT) at 60° were performed in normoxia and after 1 hour, 13.5% fraction of inspired O2 exposure. A noninvasive cardiac output (CO) monitor was used to measure stroke volume (SV), CO, total peripheral resistance (TPR), and blood pressure (BP), whereas heart rate variability (HRV) was performed to determine cardiac autonomic activity. Digital volume pulse analysis was applied to measure arteriolar tone.In normoxia from SR to HUT, systolic and diastolic BPs declined, SV decreased, and heart rate increased, whereas CO and TPR showed a declining trend in the SCI group. Sympathetic activation and vagal withdrawal were also disclosed in the HRV analysis. In hypoxia, the change of these cardiovascular responses from SR to HUT exhibited no difference to normoxia in the SCI group. No significant difference in arterial desaturation was observed between the two groups (82.9% vs. 80.4%).Cardiovascular adaptation to orthostatic stress is not affected by subacute steady-state hypoxia in chronic SCI patients with neurological levels higher than T6.",NA,NA,NA,NA
29656575,MED,29656575,10.1002/ptr.6086,Experimental and clinical antihypertensive activity of Matricaria chamomilla extracts and their angiotensin-converting enzyme inhibitory activity.,"Awaad AA, El-Meligy RM, Zain GM, Safhi AA, Al Qurain NA, Almoqren SS, Zain YM, Sesh Adri VD, Al-Saikhan FI.",2018,NA,"Pharmacognosy Department, College of Pharmacy, Prince Sattam bin Abdulaziz University, Al-Kharj, Kingdom of Saudi Arabia.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-16,2018-04-15,2018-04-15,2018-04-15,NA,"Three different extracts of Matricaria chamomilla L. were evaluated for their antihypertensive activity, these extracts were total alcohol extract (Extract 1), oil extracted (Extract 2), and water lifted after oil extraction (Extract 3). Quantitative and Qualitative analyses were carried out for all extracts. The 3 extracts were proved to be safe for human use. A single oral administration of the plant extracts (200 mg/kg) decreases both systolic and diastolic blood pressure of normotensive rats after 1, 1.5, and 2 hr. Furthermore, groups treated with the evaluated extracts (100 & 200 mg/kg) or Captopril (20 mg/kg) showed a significant reduction in the elevated blood pressure and heart rate. Extract 3 showed the most antihypertensive activity. Serum biochemical parameters and lipid profile levels of treated groups were improved in comparison with induced-hypertensive untreated rats. In evaluation of oxidative damage parameters Glutathione and superoxide dismutase (SOD) in some organs, the investigated extracts or captopril restored the amount of reduced Glutathione in tissues in addition to an increase in the activity of the SOD after a significant depletion of SOD activity. In the clinical study, there was a significant dose dependent decrease in Systolic blood pressure, Diastolic blood pressure, and heart rate compared with their basal values in both normotensive and hypertensive human volunteers after oral administration of Matricaria chamomilla beverages.",NA,NA,NA,NA
29642208,MED,29642208,10.1097/md.0000000000010409,Cardioprotective effect of histamine H2 antagonists in congestive heart failure: A systematic review and meta-analysis.,"Zhang J, Cai WK, Zhang Z, Wang P, Lin XQ, Feng J, Fu SC, He GH.",2018,e0409,"Research Center of Clinical Pharmacology, Yunnan Provincial Hospital of Traditional Chinese Medicine.",eng,Print,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,2018-04-20,2018-04-12,2018-04-20,NA,2018-04-01,NA,"Histamine H2 antagonists (H2RAs) have long been suggested to have beneficial effects on congestive heart failure (CHF). However, full agreement about the cardioprotective effects of H2RAs is still not reached yet. Therefore, this study aims to clarify the effects of H2RAs on myocardial function in CHF patients by meta-analysis.Electronic databases including PubMed, Embase, and Cochrane Library were retrieved. Randomized controlled trials comparing the cardiac effects of H2RAs and placebo or other medicines were collected. Pooled mean differences (MDs) with 95% confidence intervals (CIs) were calculated and meta-analysis was performed using RevMan 5.3 software.A total of 10 studies (472 participants) were included in this meta-analysis. H2RAs exhibited significant negative inotropic and chronotropic effects to reduce heart rate (MD: -3.90; 95%CI: -7.07 to -0.73, P = .02). Furthermore, although H2RAs did not affect the blood pressure in health volunteers, they significantly decreased the blood pressure of CHF patients. Additionally, H2RAs were also associated with significant increase in pre-ejection period and the ratio of pre-ejection period to left ventricular ejection time.In summary, these findings showed that H2RAs exerted negative inotropic and chronotropic effects to reduce heart rate and blood pressure, which, similar to beta-adrenergic receptor blockers, might decrease myocardial oxygen demand and eventually result in improvement of CHF symptoms. These data provided further evidence for the effect of H2RAs on cardiac function and novel potential strategy for treatment of CHF.",NA,NA,NA,NA
29506686,MED,29506686,10.1016/j.ijcard.2017.11.004,Mismatch between right- and left-sided filling pressures in heart failure patients with preserved ejection fraction.,"Horiuchi Y, Tanimoto S, Aoki J, Fuse N, Yahagi K, Koseki K, Okuno T, Nakajima H, Hara K, Tanabe K.",2018,143-149,"Division of Cardiology, Mitsui Memorial Hospital, Tokyo, Japan. Electronic address: yooouyou@gmail.com.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-03-07,2018-03-06,NA,2018-04-01,NA,"Mismatch between right- and left-sided filling pressures is poorly understood in heart failure with preserved ejection fraction (HFpEF).We retrospectively analyzed 170 patients with HFpEF (EF≥40%) who underwent right heart catheterization. Low match (right atrial pressure [RAP]<10mmHg and pulmonary capillary wedge pressure [PCWP]<10mmHg) was 76%, high match (RAP≥10mmHg and PCWP≥22mmHg) was 6.5%, high-R mismatch (RAP≥10mmHg and PCWP<22mmHg) was 12%, and high-L mismatch (RAP<10mmHg and PCWP≥22mmHg) was 5.9%. Elevated PCWP was a significant predictor of the composite endpoint of death or HF hospitalization within 12months (hazard ratio 5.40, 95% confidence interval 2.17-12.5, p<0.001). Elevated RAP was not significantly associated with worse outcomes. Pulmonary artery systolic pressure (PASP) and diastolic pressure (PADP) showed strong correlations with PCWP (PASP, r=0.738, p<0.001; PADP, r=0.834, p<0.001; RAP, r=0.638, p<0.001, respectively).Discordance exists between right- and left-sided filling pressures in HFpEF. Physicians may utilize pulmonary artery pressure to evaluate left-sided filling pressure, which is a significant predictor of prognosis.",NA,NA,NA,NA
29632104,MED,29632104,10.1161/hypertensionaha.118.10916,History of Asthma From Childhood and Arterial Stiffness in Asymptomatic Young Adults: The Bogalusa Heart Study.,"Sun D, Li X, Heianza Y, Nisa H, Shang X, Rabito F, Kelly T, Harville E, Li S, He J, Bazzano L, Chen W, Qi L.",2018,928-936,"From the Department of Epidemiology, School of Public Health and Tropical Medicine, Tulane University, New Orleans, LA (D.S., X.L., Y.H., H.N., F.R., T.K., E.H., S.L., J.H., L.B., W.C., L.Q.); Department of Public Health, Faculty of Medicine and Health Sciences, Syarif Hidayatullah State Islamic University, Jakarta, Indonesia (H.N.); Children's Hospital New Orleans, LA (X.S.); Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, MA (L.Q.); and Channing Division of Network Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA (L.Q.).",eng,Print,N,N,N,N,N,0,N,N,N,Y,Y,N,Y,N,NA,2018-04-11,2018-04-17,NA,2018-04-09,NA,"Asthma is related to various cardiovascular risk. Whether a history of asthma from childhood contributes to arterial stiffness in adulthood, a noninvasive surrogate for cardiovascular events, is unknown. Prospective analyses were performed among 1746 Bogalusa Heart Study participants aged 20 to 51 years with data on self-report asthma collected since childhood. Aorta-femoral pulse wave velocity (af-PWV, m/s) was repeatedly assessed among adults ≥aged 18 years. Generalized linear mixed models and generalized linear models were fitted for the repeated measurements of af-PWV and its changes between the last and the first measurements, respectively. After a median follow-up of 11.1 years, participants with a history of asthma from childhood had a higher af-PWV (6.78 versus 6.13; P=0.048) and a greater increase in af-PWV (8.99 versus 2.95; P=0.043) than those without asthma, adjusted for age, sex, race, smoking status, heart rate, body mass index, systolic blood pressure, lipids, and glycemia. In addition, we found significant interactions of asthma with body mass index and systolic blood pressure on af-PWV and its changes (P for interaction <0.01). The associations of asthma with af-PWV and its changes appeared to be stronger among participants who were overweight and obese (body mass index ≥25 kg/m2) or with prehypertension and hypertension (systolic blood pressure ≥120 mm Hg) compared with those with a normal body mass index or systolic blood pressure. Our findings indicate that a history of asthma from childhood is associated with higher af-PWV and greater increases in af-PWV, and such associations are stronger among young adults who are overweight or with elevated blood pressure.",NA,NIHMS948462,NA,2019-05-01
29579599,MED,29579599,10.1016/j.ijcard.2017.11.074,"Letter to ""Correlation between pulmonary artery pressure and thoracic impedance: Insights from daily monitoring through an implanted device in chronic heart failure"".","Gronda E, Sacchi S, Vanoli E.",2018,185,"IRCCS Multimedica, Dipartimento Cardiovascolare, Via Milanese, 300, 20099 Sesto San Giovanni, Milano, Italy. Electronic address: edoardo.gronda@multimedica.it.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-03-27,2018-03-26,NA,2018-05-01,NA,NA,NA,NA,NA,NA
29671622,MED,29671622,10.1080/10520295.2018.1443347,Changes in kidney tissue and effects of erythropoietin after acute heart failure.,"Güven Bağla A, Içkin Gülen M, Ercan F, Aşgün F, Ercan E, Bakar C.",2018,1-14,"a Çanakkale Onsekiz Mart University , School of Medicine, Department of Histology and Embryology , Çanakkale.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-19,2018-04-19,NA,"Impairment of cardiac function causes renal damage. Renal failure after heart failure is attributed to hemodynamic derangement including reduced renal perfusion and increased venous pressure. One mechanism involves apoptosis and is defined as cardiorenal syndrome type 1. Erythropoietin (EPO) is a cytokine that induces erythropoiesis under hypoxic conditions. Hypoxia inducible factor 1 alpha (HIF-1α) plays a regulatory role in cellular response to hypoxia. Protective effects of EPO on heart, kidney and nervous system are unrelated to red blood cell production. We investigated early changes in and effects of EPO on renal tissues of rats with myocardial infarction by morphology and immunohistochemistry. Coronary artery ligation was used to induce myocardial infarction in Wistar rats. Group 1 comprised sham operated rats; groups 2, 3 and 4 included rats after coronary artery ligation that were sacrificed 6 h after ligation and that were treated with saline, 5,000 U/kg EPO or 10,000 U/kg EPO, respectively; group 5 included rats sacrificed 1 h after ligation. Group 2 showed increased renal tubule damage. Significantly less tubule damage was observed in EPO treated groups. EPO and EPO receptor (EPO-R) immunostaining intensities increased slightly for group 5 and became more intense for group 2. EPO and EPO-R immunostaining was observed in the interstitial area, glomerular cells and tubule epithelial cells of EPO treated groups. HIF-1α immunostaining was observed in collecting tubules in the medulla only in group 2. Caspase-3 immunostaining is an indicator of apoptosis. Caspase-3 staining intensity decreased in renal medulla of EPO treated groups. EPO treatment may exert a protective effect on the renal tissues of patients with cardiorenal syndrome.",NA,NA,NA,NA
29619635,MED,29619635,10.1007/s10741-018-9698-8,The role of arterial hypertension in development heart failure with preserved ejection fraction: just a risk factor or something more?,"Tadic M, Cuspidi C, Frydas A, Grassi G.",2018,NA,"Department of Internal Medicine and Cardiology, Charité - Universitätsmedizin Berlin, Augustenburgerplatz 1, 13353, Berlin, Germany. marijana_tadic@hotmail.com.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-06,2018-04-05,2018-04-04,2018-04-04,NA,"Heart failure with preserved ejection fraction (HFpEF) is an entity that still raises many questions. The agreement about definition, pathophysiology, and therapeutic approach is still missing. Arterial hypertension is present in majority of patients with HFpEF, and it is still not clear if it represent a risk factor or ""sine qua non"" condition for HFpEF development. The underlying mechanisms of hypertension and HFpEF involve the same biohumoral systems: renin-angiotensin-aldosterone, sympathetic nervous system, and oxidative stress. However, not all hypertensive patients have HFpEF. The predisposition of some hypertensive patients to develop HFpEF needs to be resolved. Large randomized controlled trials did not prove the usefulness of renin-angiotensin-aldosterone inhibitors, diuretics, calcium channel blockers, and beta-blockers in HFpEF patients. The majority of studies did not succeed to demonstrate the reduction of cardiovascular and all-cause mortality in HFpEF individuals. One of the major limitations in these investigations was the inconsistency of HFpEF definition, which mainly refers to left ventricular ejection fraction (LVEF) cut-off that ranged from 40 to 50% in different studies. This review article provides the available data about pathophysiology and mechanisms that connect hypertension and HFpEF, investigations and therapy used in both conditions.",NA,NA,NA,NA
29506683,MED,29506683,10.1016/j.ijcard.2017.10.089,Joint effects of obstructive sleep apnea and resistant hypertension on chronic heart failure: A cross-sectional study.,"Cai A, Zhang J, Wang R, Chen J, Huang B, Zhou Y, Wang L.",2018,125-130,"Department of Cardiology, Guangdong Cardiovascular Institute, Guangdong Provincial Key Laboratory of Coronary Heart Disease Prevention, Guangdong General Hospital, Guangdong Academy of Medical Sciences, Guangzhou, China.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-03-07,2018-03-06,NA,2018-04-01,NA,"Obstructive sleep apnea (OSA) and resistant hypertension (RHTN) are two major risk factors of chronic heart failure (CHF) and limited information is available about the joint effects of OSA and RHTN on CHF.Baseline data of participants who had completed polysomnography were used in the current study. The relative excess risk due to interaction (RERI) and attributable proportion due to interaction (AP) were calculated, and RERI >0 or AP >0 indicates joint effect of OSA and RHTN on CHF is greater than the sum of estimated effects of OSA alone and RHTN alone. Due to significant interaction between coronary heart disease (CHD) and both OSA and RHTN, participants were stratified into with and without CHD subgroups.Among 1157 participants, 33.1% had OSA. The prevalence of RHTN in OSA participants was 18.3%. The apnea-hypopnea index (AHI), pulse pressure and CHF were significantly associated with RHTN. In the CHD subgroup, participants with OSA and RHTN were associated with >3-fold increased odds of prevalent CHF. RERI was 2.66 and AP was 0.75. The odds of prevalent CHF with left ventricular ejection fraction (LVEF) ≥45% in participants with OSA+RHTN were >2-fold higher compared to those without, or with either OSA or RHTN, and RERI was 1.50 and AP was 0.72.Presence of CHF, increased AHI and pulse pressure are independently associated with RHTN. OSA and RHTN have significant joint effects on CHF, especially in patients with concurrent CHD and preserved LVEF.",NA,NA,NA,NA
29685471,MED,29685471,10.1016/j.jemermed.2018.02.001,The Age of Undertriage: Current Trauma Triage Criteria Underestimate The Role of Age and Comorbidities in Early Mortality.,"Benjamin ER, Khor D, Cho J, Biswas S, Inaba K, Demetriades D.",2018,NA,"Division of Trauma and Acute Care Surgery, Department of Surgery, LAC+USC Medical Center, Los Angeles, California.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-04-25,2018-04-24,2018-04-19,2018-04-19,NA,"National guidelines recommend that prehospital and emergency department (ED) criteria identify patients who might benefit from trauma center triage and highest-level trauma team activation. However, some patients who are seemingly ""stable"" in the field and do not meet the standard criteria for trauma activation still die.The purpose of this study was to identify these at-risk patients to potentially improve triage algorithms.Patients enrolled in the National Trauma Data Bank (2007-2012) were included. All adult blunt trauma patients that were stable in the field and upon arrival to the ED (defined as a Glasgow Coma Scale score of 13-15, a heart rate ≤120 beats/min, systolic blood pressure ≥90 mm Hg, and diastolic blood pressure ≤200 mm Hg) and did not meet the standard criteria for the highest-level trauma team activation as defined by the American College of Surgeons were included. Demographic, clinical, and injury data including comorbidities, ED vitals, and outcome were collected. Regression models were used to identify independent risk factors for mortality.A total of 1,003,350 patients were stable in both the field and ED. Of these 11,010 (1.1%) died, including 1785 (0.2%) who died within 24 hours of hospital admission. The mortality in patients ≥60 years of age was 2.6%, and in patients ≥60 years of age with either a cerebrovascular accident (CVA) or congestive heart failure (CHF) was 5.4%. Age ≥60 years was a significant independent predictor of early mortality (odds ratio [OR] 4.53, p < 0.001). CHF (OR 1.88, p < 0.001) and a history of stroke (OR 1.52, p < 0.001) were also significant independent predictors of mortality.Despite apparent evidence of both prehospital stability and stability upon arrival to the ED, patients ≥60 years of age and with a history of CHF or CVA have a significantly increased risk of early mortality after blunt trauma. These patients are at risk for subsequent clinical deterioration and should be considered for early transfer to a trauma center with highest-level activation.",NA,NA,NA,NA
29672754,MED,29672754,10.1093/rheumatology/key096,Comorbidity clusters in people with gout: an observational cohort study with linked medical record review.,"Bevis M, Blagojevic-Bucknall M, Mallen C, Hider S, Roddy E.",2018,NA,"Arthritis Research UK Primary Care Centre, Research Institute for Primary Care & Health Sciences, Keele University, UK.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-20,2018-04-19,2018-04-17,2018-04-17,NA,"To investigate how comorbid conditions cluster in patients with gout in a UK primary care population.A cross-sectional study was performed using baseline data from a primary-care-based prospective observational cohort of people aged ⩾18 years with gout. Participants with gout were identified through primary care medical records. Factor analysis was performed to obtain distinct clusters of comorbidity variables including obesity, hypertension, diabetes mellitus, hyperlipidaemia, coronary heart disease, heart failure, chronic kidney disease (CKD) and cancer. Hierarchical cluster analysis of patient observations was also performed to identify homogenous subgroups of patients based on combinations of their comorbidities.Four distinct comorbidity clusters (C1-C4) were identified in 1079 participants [mean (s.d.) age 65.5 years (12.5); 909 (84%) male]. Cluster C1 (n = 197, 18%) was the oldest group and had the most frequent attacks of gout; 97% had CKD. Participants in C2 (n = 393, 36%) had isolated gout with few comorbidities but drank alcohol more frequently. In cluster C3 (n = 296, 27%), hypertension, diabetes mellitus, hyperlipidaemia, coronary heart disease and/or CKD were prevalent, and urate-lowering therapy was prescribed more frequently than in other clusters. All patients in C4 (193, 18%) had hypertension and were more likely to be obese than other clusters.Four distinct comorbidity clusters were identified. People with multiple comorbidities were more likely to receive allopurinol. Tailoring of treatments depending on cluster and comorbidities should be considered.",NA,NA,NA,NA
29544940,MED,29544940,10.1016/j.ijcard.2017.12.086,Left ventricular hypertrophy offsets the sex difference in cardiovascular risk (the Campania Salute Network).,"Gerdts E, Izzo R, Mancusi C, Losi MA, Manzi MV, Canciello G, De Luca N, Trimarco B, de Simone G.",2018,257-261,"Department of Clinical Science, University of Bergen, Norway; Hypertension Research Center, Federico II University Hospital, Naples, Italy. Electronic address: eva.gerdts@med.uib.no.",eng,Print,N,N,N,N,N,0,N,N,N,N,N,N,N,N,NA,2018-03-17,2018-03-16,NA,2018-05-01,NA,"In general, women have lower risk for cardiovascular disease. We tested whether this sex-specific protection persists also in the presence of hypertensive left ventricular hypertrophy (LVH).12,329 women and men with hypertension and free from prevalent cardiovascular disease enrolled in the prospective Campania Salute Network registry were followed over a median of 4.1years. Subjects were grouped according to the absence or the presence of LVH identified by echocardiography using validated sex-specific cut-off values of LV mass index (>47g/m2.7 in women and >50g/m2.7 in men). Main outcome was major cardiovascular events (MACE; combined acute coronary syndromes, stroke, hospitalization for heart failure and incident atrial fibrillation).The cardiovascular risk profile accompanying LVH did not differ between sexes, but presence of obesity and diabetes carried higher probability for LVH in women, and LVH was more prevalent in women than men (43.4 vs. 32.1%, p<0.001). Among patients without LVH (n=7764), women had a 35% lower hazard rate (HR) for MACE (n=179) than men (95% confidence interval [CI] 0.44-0.96, p=0.031) in Cox regression analysis adjusting for cardiovascular risk factors and antihypertensive treatment during follow up. In contrast, among patients with LVH (n=4565), women had a similar HR for MACE as men (HR 0.94 [95% CI 0.69-1.30], p=0.720).This study demonstrates that presence of LVH in hypertension offsets the female sex-protection in cardiovascular risk. Thus among hypertensive subjects with LVH, women and men have comparable cardiovascular risk.",NA,NA,NA,NA
29678661,MED,29678661,10.1016/j.gene.2018.04.042,Role of heat shock transcription factor 1(HSF1)-upregulated macrophage in ameliorating pressure overload-induced heart failure in mice.,"Du P, Chang Y, Dai F, Wei C, Zhang Q, Li J.",2018,NA,"Department of Cardiology, East Hospital, Tongji University School of Medicine, Shanghai 200120, China.",eng,Print-Electronic,N,N,N,N,N,0,N,N,N,Y,N,N,N,N,NA,2018-04-22,2018-04-21,2018-04-17,2018-04-17,NA,"In order to explore the role of macrophages in HSF1-mediated alleviation of heart failure, mice model of pressure overload-induced heart failure was established using transverse aortic constriction (TAC). Changes in cardiac function and morphology were studied in TAC and SHAM groups using ultrasonic device, tissue staining, electron microscopy, real-time quantitative polymerase chain reaction (RT-QPCR), and Western blotting. We found that mice in the TAC group showed evidence of impaired cardiac function and aggravation of fibrosis on ultrasonic and histopathological examination when compared to those in the SHAM group. The expressions of HSF1, LC3II/LC3I, Becline-1 and HIF-1, as well as autophagosome formation in TAC group were greater than that in SHAM group. On sub-group analyses in the TAC group, improved cardiac function and alleviation of fibrosis was observed in the HSF1 TG subgroup as compared to that in the wild type subgroup. Expressions of LC3II/LC3I, Becline-1 and HIF-1, too showed an obvious increase; and increased autophagosome formation was observed on electron microscopy. Opposite results were observed in the HSF1 KO subgroup. These results collectively suggest that in the pressure overload heart failure model, HSF1 promoted formation of macrophages by inducing upregulation of HIF-1 expression, through which heart failure was ameliorated.",NA,NA,NA,NA
